oare_id,transliteration,translation
letter57_KTS1_13b,a-pu-tum lá ta-ga- mí-il-šú,"Please, do not show him any favour."
letter57_KTS1_13b,ú-rul KÙ.BABBAR li-iš-qú-ul ú-ul ta-mì-šú,Either he pays the silver or you make him take an oath!
letter57_KTS1_13b,15 GÍN KÙ.BABBAR iš-tù Ha-ar-ta-al,15 shekels of silver is owed by Hartal.
letter57_KTS1_13b,AN.NA-ak-šú a-na ša-pá-ar- tim,His tin was pledged for it.
letter57_KTS1_13b,KÙ.BABBAR ša-áš-qí-il5-šù- ma r1 ma-na 6 GÍN KÙ.BABBAR r Du-du 0.5 ma-na KI Ša-ra-pu-nu-a ša-áš-qí-lá- ma a-na a-am-tim dí-in,"Make him pay the silver and have paid <gap> mina 6 shekels of silver belonging to Dudu 0.5 mina owed by Šarapunuwa, and give it to the maid ."
letter56_KTS1_13a,um-ma A-šùr-na-da-ma a-na A-gu-za Ú-ṣú-ur-ša-A-šur ù Ší-ša-ah-šu-sar qí-bi-ma 10+7 GÍN KÙ.BABBAR ṣa-ru-pá-am iš-tù 8 MU.ŠÈ Ku-zi-zi-a,"From Aššur-nādā to Aguza, Uṣur-ša-Aššur and Šišahšušar: 17 shekels of refined silver Kuziziya borrowed from me 8 years ago."
letter56_KTS1_13a,ha-bu-lam i-nu-mì wa-áš-ba-ku-ni as-ba-sú-ma um-ma šù-ut-ma ú-nu-ú: a-dí-ni lá e-ru-ba-am,"When I stayed there I seized him, but he said: My merchandise has not arrived yet."
letter56_KTS1_13a,a-hu-a: a-tù-nu ṣa-áb-ta-šu-ma KÙ.BABBAR ù ṣí-ba-sú ma-lá wa-as-mu ša-áš-qí-lá-šu,"My dear brothers, seize him and make him pay the silver and as much interest as is fitting."
letter56_KTS1_13a,lá ta-ga-mi-lá-šu,Do not show him any favours!
letter56_KTS1_13a,a-na am-tim,Give it to the maid.
letter56_KTS1_13a,dí-na-šu nu-hi-in ša-ma-ma ANŠE Ì.GIŠ ma-li-a-ma šé-bi-là-nim ù ma-lá ki-ìd-li-ma šé-bi-là-nim,"Buy two leather pouches, load a donkey with oil, and send it to me. Do send as much as both can contain."
letter55_RC1749_D,um-ma A-šur-na-da-ma a-na A-gu-za Ši-ša-ah-šu-šar ù A-šur-dUTU-ši qí-bi-ma šu-ma dIM-ba-ni tup-pu-šu e-ri-iš-ku-nu tup-pi-a pé-té-a-ma tup-pu-šu am-ra-ma ša i-ša-qú-lu ṣa-hi-ra-ma ša ší-tim tup-pu-šu lu-up-ta-ma ù a-li-am dí-na-šu-um,"From Aššur-nādā to Aguza, Šišahšušar and Aššur-šamšī: If Adad-bāni asks you for his tablet, then open my tablet , look for his tablet, deduct what he will pay and write a tablet for him concerning the rest—and only then give him the other one."
letter55_RC1749_D,tup-pá-am ša 0.5 ma-na KÙ.BABBAR ša bé-ú-lá-at A-šur-i-dí DUMU Ku-ša- a i-nu-mì ra-bi-šú-um ša É Ku-ra iṣ-bu-tù- kà a-na ku-nu-ki ša a-bi4-kà wa-du-im a-dí-na- kum A-gu-za a-na li-bi4 tù-pí-a lu-ta-ir-šu,"I gave you a tablet concerning 0.5 mina of silver of the working capital of Aššur-idī son of Kusaya, in order that when the attorney of Kuras firm seized you you could confirm the identity of your fathers seal— let Aguza return that to my tablets."
letter55_RC1749_D,Ì.GIŠ DÙG.GA kà-lá-šu-ma šà-ni- qá-ma ANŠE.HI.A ù šú-ha-ri mì-ma <a->šé-er Wa-aš-ha-ni-a-ma ṭur4-da-nim,"Check all of your first class oil, and as for the donkeys and the servants, send them all [to] Wašhania."
letter54_VS26_19,um-ma A-šur-na-da-ma a-na A-šur-ta-ak- lá-ku ù Ši-ša-ah-šu-šar qí-bi-ma mì-šu ša um-ma a-tí-ma e-lá 20 na-ru-uq GIG ù 15 na-ru-uq še-im ša Ku-tù-bi4-iš i-dí-na-ni mì-ma ša-ni-um lá-šu,From Aššur-nādā to Aššur-taklāku and Šišahšušar: Why is it that you say: Apart from 20 sacks of wheat and 15 sacks of barley that Kutubiš gave me there is nothing else !
letter54_VS26_19,a-li 40 ma-na ni-ga-lu 2 0.5 ma- na AN.NA ša a-na Ša-na-a Ì-lí-šar ù Hu-lu- ba,Where are the 40 minas of sickles the 2 0.5 minas of tin which Ili-išar and Huluba brought to Šana?
letter54_VS26_19,ub-lu-ni a-pu-tum KÙ.BABBAR ša Ha-lu-li A-zu ù Tù-tù-li ù Kà-ú-ba ṣa-ah-dí-ra-ma 10 na-ru- uq bu-uq-lim 10 na-ru- uq ba-pí-ra-am ší-pí-ma ep-ší,"Please, put pressure on Azu and Tutuli as well as Kauba with respect to the silver of Hauli, and soak 10 sacks of malt and 10 sacks of beer bread to prepare ."
letter54_VS26_19,šu-ma ú-tá-tám ta-ha-ši-hi ša-mi šu-ma a-ba-a-ba- tim lá na-ah-du ti-ir-tí-ki,"If you want any grain then buy it. If they are not careful with the outstanding claims, send me word."
letter54_VS26_19,li-li-kam Ì.GIŠ šé-bi4-lim,Send me some oil.
letter52_TC2_47,um-ma A-šur-na-da- ma a-na Ší-ša-ah-šu- šar qí-bi-ma 55 ma-na Ì.KAL ša hu-zi-ri-im nu-hu-um ku-nu-ki-a ù na-ru-tum ša e-ru-bu dUTU-ba-ni na-aš-a-ki-im,"From Aššur-nādā to Šīšahšūšar: 55 minas of lard, a leather pouch under my seal, plus the narūtu-malt that has arrived, Šamaš-bāni is on his way to you with that."
letter52_TC2_47,a-pu-tum mu-za-am ù e-wa- za-tim ša e-zi-bu ša-ší-ri-ma šé-bi4-li-ší-na,"Please, guard the muzum and the ewazātum which he left, and send them."
letter52_TC2_47,URUDU li-dí-nu-ma tí-ib-nam,"Let them sell copper, and buy straw."
letter52_TC2_47,ša-ma: tù-hi ih-da-ma a-bi4-lá,Take care to dry the chaff.
letter52_TC2_47,GUD.HI.A SIG5 A-lá-hu-um li-iš-a-ma tí-ib-nam pá-hi-ra,Let Alāhum buy oxen of good quality and gather the straw.
letter51_RC1749_C,um-ma A-šur-na-da-ma a-na Ší-ša-ah-šu-šar qí-bi-ma ú-ṭá-tám ù sú-ba-ra-am ma-lá Ì-lí-i-šar ù Hu-lu-ba ší-im ni-ga-li ù AN.NA ša a-dí-šu-nu-tí-ni-ma a-na A-lá-ni ub-lu-ni ma-lá i-dí-nu-ni-ki-ni mì-šu-um ma-tí-ma tí-ir-tí-ki lá i-lá-kam,"From Aššur-nādā to Šīšahšūšar: As to the grain and the subāru-fodder, as much as Ili-išar and Huluba as the price of sickles and tin, which I gave to them and which they brought to Alāni —why have you not sent me word at all about how much they have given to you?"
letter51_RC1749_C,šu-ma lá i-du-nu-nim a-na bi-tí-a lá e-ru-bu-nim,If they do not give you anything they must not enter my house.
letter51_RC1749_C,Hu-lu-ba i-na ki-ša- ar-ší-im id-a ù Ì-lí-i-ša-ar ší-im 30 ma-na <URUDU> ù 1 GÍN 22 <ŠE> KÙ.BABBAR ša ha-bu-lu ša-áś-qi-lá-šu,"Throw Huluba in jail, and make Ili-išar pay the price of 30 minas of and 1 shekel 22 of silver, that he owes."
letter51_RC1749_C,40 ma-na URUDU 10 TÚG ku-ta- nu 4 šu-ru-tum ša TÚG ša il5-qé-ú-šu-nu-ni,"40 minas of copper, 10 kutānu-textiles, 4 black textiles, of the textiles which they took for themselves."
letter50_CCT3_7a,um-ma A-šur-na-da-ma a-na Ší-ša-ah-šu-šar qí-bi4-ma a-ša áš-pu-ra- ki-ni um-ma a-na-ku-ma a-re-eš15 da-áś-e a-ša-pá-ra-ki-ma ta-li-ki-im li-bi4-ki lá tù-lá-mì-ni ku-sú-um is-ni-iq-ni a-tí-ma ù bu-lá-tí-im ša a-da-gu5-lu-ni a-na ba-áb-tim i-tù-ar-ma a-ší-a-tí lá áš-pu-ra-ki<-im>,"From Aššur-nādā to Šīšahšūšar: As to the fact that I wrote to you, saying: At the beginning of spring I shall write to you, so you can come here—do not be angry at me! The cold weather caught up with us, and consequently the capital that I was expecting reverted to outstanding claims, and that is the reason I did not write to you."
letter50_CCT3_7a,mì-šu ša um-ma a-tí-ma ú-lá al-tè-e,Why do you say: I cannot manage?
letter50_CCT3_7a,bu-lá-tí ša qá-tí iṣ-bu-tù-ni-ni e-šu-ma iṣ-ba-at ma-du ha-lá-aq,"The capital that I could lay my hands on— very little could be had, much has been lost."
letter50_CCT3_7a,a-na Ku-na-na-mi-it e-ra-áb-ma ša lá-qá- e a-lá-qé-a-ma i-wa-ṣa-i- a a-ša-pá-ra-ki-im-ma a-sé-ri-a ta-li-ki-im,"When I arrive at Kunanamit I shall take what there is to take, and as soon as I leave again I shall write to you so you can come to me."
letter50_CCT3_7a,wa-dí a-li-tí-a ú-lá i-ṭá-hi-i,"As you know, my funds he must not touch."
letter50_CCT3_7a,šu-ma i-lá-kam qá<-qár>-šu-um lá tù-sa-bi4-i-ma lá ta-da-šu-um,"If he comes, do not look the other way and do not give it to him."
letter50_CCT3_7a,ú šu-ma šú-ha-ar-TUM e-ri-iš6-ki Sá-a-ma ú sé-ri-šu a-šar li-bi4-šu li-it-ru-šu,"But if he asks you for the girl, then let him take Sama and his children where he wants."
letter48_TC1_15,a-na A-šúr-i-dí qí-bi-ma um-ma A-šúr-na-da-ma a-na šu-mì ni-kà-sí-a a-dí iš-ri-šu ta-aq-bi4-a-am um-ma a-ta-ma i-na KÙ.BABBAR-pì-a šu-qú-ul,To Aššur-idī from Aššur-nādā: With respect to my account you told me 10 times: Pay with my silver.
letter48_TC1_15,ù i-na ša-am-ší ú-ṣí-a-ni um-ma a-na-ku ma lá-áš-hu-ut um-ma a-ta-ma lá ta-ša-ha-at,And the day I left I said: Let me clear it. You answered: Do not clear it!
letter48_TC1_15,a-na mi-ni-a: a-na-ku ú-ša-zi-iz,For which of my affairs have I personally appointed someone to represent me?
letter48_TC1_15,ù ki-ma lu-mu-un li-bi4-im a-ni-a- tim ta-ša-pá-ra-am A-šúr ù dNIN.ŠUBUR li-tù-lá i-šu qá-tí-a ú-lá-qí-it-ma 3 0.5 ma-na 4 GÍN KÙ.BABBAR ṣa-ru-pá-am a-na ni-ip-lá-ti-a ša 16 ma-na.TA,"Also, instead of sending these angry messages, let Aššur and Ilabrat be my witnesses that I have scraped together what I had in my possession, and that I did pay 3 0.5 minas 4 shekels of refined silver for my balance payment, amounting to 16 minas each."
letter48_TC1_15,lu aš-qú-ul u4-ma-am 16 ma-na KÙ.BABBAR qá-tám i-na KUG-pì-kà na-ad-a-ku iš-tí-in ù ší-na ša iš-hu-tù-ni ma-lá na-ad-ú-ni i-tí-pì-il5-ma ù 6 ma-na.TA ṣa-ru-pá-am KÙ.BABBAR ša ma-ṣa-<ar->tim ša A-šúr i-šà-qal-ma i-šà-ha-at,"Today I am booked for a share of 16 minas of your silver. As to the one or two who have cleared, what they have deposited has been balanced, and he will have to pay at the rate 6 minas each in refined silver to the treasury of Aššur, and he will then clear it."
letter48_TC1_15,ma-la-kà 10 ma-na KÙ.BABBAR ṣa-ru-pá-am ni-is-ha-sú DIRI ša-du-a-sú ú wa-ṣi-sú ša-bu A-šúr-ta-ak-lá-ku na-aš-a-kum AN.NA SIG5 ša-ma-ma šé-bi4-lam,"It is up to you. 10 minas of refined silver, its import duty added, its transport tariff and export duty paid for, Aššur-taklāku is on his way to you with that. Buy good quality tin and send it to me."
letter49_LB_1231,a-na A-šúr-i-dí qí-bi4-ma um-ma A-šúr-na-da-ma 40 ma-na AN.NA ša 0.5 ma-na KÙ.BABBAR hu-ša-e: e-li-a-tim ša 0.33333 ma-na KÙ.BABBAR <gap>-ú-tim 13 0.33333 ma-na <gap> .1 DUG ri-iš-tum 19 <gap>,"To Aššur-idī from Aššur-nādā: 40 minas of tin, representing 0.5 mina of scrap silver, top-packs for 0.33333 mina of silver <gap> 13 0.33333 minas <gap> 1 jar of first-class oil 19 <gap> ."
letter49_LB_1231,0.66666 ma-na mu-ṭá-e <gap> iš-tù: AN.NA-ak qá-tim qám-ru 0.33333 ma-na: 1 GÍN AN.NA ta-na-pá-al 2 ma-na KÙ.BABBAR ša Zu-zu: ha-bu-lá-ku-ni 1 ma-na KÙ.BABBAR ša ta-ah-bu-lá-ni 5 GÍN KÙ.BABBAR šé-bu-ul-ta-kà 3 GÍN KÙ.BABBAR a-na um-mi-ni ù Pá-ru-<ur->tim ni-is-ha-sú DIRI ša-du-a-sú ša-bu-ú DUMU I-li-tú-ra-am na-aš-a-kum 1 0.33333 ma-na 5 GÍN KÙ.BABBAR En-um-Be-lúm DUMU Šu-Lá-ba-an <gap> šu-ma TÚG.HI.A: lá-qá-am <gap> ša-ma-ma: i-na <gap> šé-bi4-lam a-šu-mì ša <gap> áš-ta-na-pá-ra-ku-ni <gap> ú-lá <gap>,"0.66666 mina losses <gap> after the tin for expenses has been spent, you will have to compensate 0.33333 mina 1 shekel of tin, 2 minas of silver which Zuzu owes to you, 1 mina of silver which you borrowed from me, 5 shekels of silver, your dispatch, 3 shekels of silver for our mother and Parrurtum, its import duty added, its transport tariff paid, Ili-tūrams son brings that to you; Ennam-Bēlum son of Šū-Laban <gap> 1 0.33333 mina 5 shekels of silver; <gap> if he [refuses] to take the textiles <gap> buy. In <gap> send me. Concerning what <gap> I keep writing to you about, <gap> do not <gap>"
letter47_TC1_2,a-na A-šúr-i-dí qí-bi4- ma um-ma A-šúr-na-da- ma 10 ma-na KÙ.BABBAR ṣa-ru-pá-am ša ba-ri A-lá-hi-im ù i-a-tí Ha-na-nu-um DUMU I-ku-pí- a a-na A-lá-hi-im ù A-šúr-ta-ak-lá-ku,"To Aššur-idī from Aššur-nādā: The 10 minas of refined silver which is owned jointly by Alāhum and myself, Hannānum, the son of Ikuppiya, has sent to Alāhum and Aššur-taklāku."
letter47_TC1_2,ú-šé-bi4-il5 um-ma a-na-ku-ma ni-is-ha- tim ù ša-du-a- tám ra-dí-a-ma a-na a-bi4-ni ù ša ki-ma A-lá-hi-im,I said: Add the import duty and the transport tariff and send it to our father and Alāhums representatives.
letter47_TC1_2,šé-bi4-lá a-bi4 a-ta be-li a-ta a-na mì-ma KÙ.BABBAR ù GUŠKIN ša uš-té-bi4-lá-ku-ni mì-iš-lam5 AN.NA SIG5 wa-at-ra-am mì-iš-lam TÚG.HI.A,"If you are truly my father and lord, for all the silver and gold I have sent you buy half tin of extraordinary quality and half textiles."
letter47_TC1_2,ša-ma-am a-na <a->li-im ša 2 ši-ni- šu ša-la-ší-šu i-lu-ku,To the City they will go two or three times.
20. Pa. 10 (L 29-563),um-ma A-šùr-i-dí-ma a-na A-šùr-na-da qí-bi4-ma: ra-ma-kà za-ki-a-ma: tí-ib-a-ma a-ta-al-kam,"From Aššur-idī to Aššur-nādā: Clear yourself of obligations, set out and come here."
20. Pa. 10 (L 29-563),a-šu-mì ha-ra-ni-kà DINGIR: li-ba-tí-kà,The god is full of anger towards you because of your journey.
20. Pa. 10 (L 29-563),ma-li: ú šu-ma KÙ.BABBAR 1 GÍN ma-ma-an a-na na-ru-qí-im i-dá-na-ku-um na-an-šé-am,"So, if anyone wants to give you even 1 shekel of silver for your joint-stock investment, then accept it."
20. Pa. 10 (L 29-563),ša-am-ša-am: ša 1 ma-na GUŠKIN a-na A-šur: ha-bu-lá- ku,I owe divine Aššur a sun-disk of 1 mina of gold.
20. Pa. 10 (L 29-563),i-na ik-ri-bi4-a ep-ša-am 6 ma-na KÙ.BABBAR a-na dIštar i-na li-bi4 ik-ri-bi4- a,Make it from my votive offerings. Bring me 6 minas of silver for divine Ištar out of my votive offerings.
20. Pa. 10 (L 29-563),bi4-lam šu-ma lá ma-ši i-na ra-mi-ni-kà,"If there is not enough, then put down some yourself."
20. Pa. 10 (L 29-563),i-dí: a-na šu-mi-kà ak-ru-ub,I have vowed them for your benefit.
20. Pa. 10 (L 29-563),al-kam-ma a-he-kà a-na wa-ar-du-tim lá a-dí-na-ku-um,"Come here, for I did not give you your brothers to be slaves!"
"19. CCT 4, 2a",ni-is-ha-sà: a-ha-ma,Seal the import duty separately.
"19. CCT 4, 2a",ku-un-kà-am 6 ma-na KÙ.BABBAR hu-ša-e-e SIG5 ù ni-is-ha-sú a-na dIštar ku-un-kà-am,"Place 6 minas of good quality scrap silver plus its import duty, for divine Ištar, under seal."
"19. CCT 4, 2a",ší-ti KÙ.BABBAR a-ha-ma ku-nu-uk-ma šé-bi4-lam,Seal then also the rest of the silver and send it to me.
"19. CCT 4, 2a",ù a-ta za-ki-a-ma ra-ma-kà tí-ib-a-ma,"Then you must clear yourself of obligations, set out and come here."
"19. CCT 4, 2a",a-tal-kam ša i-šé-ri-kà ṣa-hu-ru-ni na-ru-qá-tim na-aš-ú ù ša i-šé-ri-la ṣa-hu-ru-ni 10 ma-na GUŠKIN iš-ta-áp-ku,"People less important than you administer joint-stock investments, and people less important than me have invested 10 minas of gold."
"19. CCT 4, 2a",al-kà-ma na-ru-qá-am na-an-šé-ma ù ší-i,Come and take over a joint-stock capital and only then leave again.
"19. CCT 4, 2a",ù šu-ma a-ma-kam ma-ma-an i-da-na-kum le-qé,"Also, if anyone there wants to give you anything, then take it!"
"19. CCT 4, 2a",al-kà-ma ù a-na-kam a-šar lá-qá-im lá-šú,"Come then, for here there is no opportunity for receiving anything."
"19. CCT 4, 2a",a-šu-mì ha-ra-ni-kà i-lu-um li-ba-tí-kà ma-li ti-ib-a- ma a-tal-kam 10 ma-na KÙ.BABBAR ša tù-wa-ta-ra-ni a-dí-na-an na-pá-áš-tí-kà,The god is full of anger towards you because of your journey. Set out and come! The 10 minas of silver which you will give me in addition will serve as a substitute for your own life.
"18. TC 1, 18",šu-ma lá qá-qí-dí-kà i-na u4-mi-im ša tup-pá-am ta-ša-me-ú té-be-ma at-lá- ak,"Unless you are in mortal danger, set out and leave the very day you hear this letter."
"18. TC 1, 18",i-na u4-mi-im ša a-kà-ri-im dA-šùr ú-ša-lu-mu-kà-ma té-ru-bu i-na e-ra-bi4-kà-ma 40 ma-na KÙ.BABBAR a-na na-ru-qí-a,"The day divine Aššur brings you safely to the colony and you have entered, as soon as you have entered, you must send me 40 minas of silver for my joint-stock capital."
"18. TC 1, 18",šé-bi4-lam lu i-na ku-a-im lu ša na-ru-qí-a ma-li-ma šé-bi4-lam a-šù-mì-a maš-kà-tám 1 iš-té-et lá ta-ma-ga-ar,"Supplement either with some of your own or some from my joint-stock capital, and send it to me. Do not agree to a single deposit in my name."
"18. TC 1, 18",tup-pá-kà lu 2 ši-na: mi-iš-lam ša na-ru-qí-a lu-up-tám mi-iš-lam ša DAM.GÀR,"Let there be two tablets from you: book half as from my joint-stock capital, and book half as tamkāru-property."
"18. TC 1, 18",lu-up-tám ù I-li-a-lam5 tur4-dam ù mi-ša-al-ma a-wi-tí-šu ša-ni-um,"Then send Ilī-alum to me, but have someone else answer for half his consignment."
"18. TC 1, 18",li-wu KÙ.BABBAR qá-sú,He should personally keep the silver.
"18. TC 1, 18",lu-kà-il5 ša-du-a-tám a-na ša a-wi-šú e-wu-ú li-dí-in um-ma šu-ut-ma KÙ.BABBAR ša DAM.GÀR ši-ba-am,He should give the transport tariff to the one who answers for his consignment. He should then say: The silver belongs to a tamkārum.
"18. TC 1, 18",mì-ma a-hu-um a-na a-hi-im lá i-ša-kán a-pu-tum a-pu-tum i-hi-id-ma li-bi4 lá tù-lá-ma-an,"Colleagues need not set witnesses for each other. Please, please! take care not to make me angry!"
"18. TC 1, 18",šu-ma a-na Ha-hi-im ta-pá-lá-ah a-na Ur-šu-ma a-li-ik,"If you are afraid to Hahhum, then go to Uršu instead."
"18. TC 1, 18",a-pu-tum a-pu-tum we-dí-kà-ma,"Please, please! Go alone!"
"18. TC 1, 18",a-li-ik iš-tí ILLAT a-na Ma-ma lá té-ra-áb,Do not enter Mamma together with the caravan!
"18. TC 1, 18",ù ma-lá tí-ir-tí A-limki ILLAT-at a-hi-kà a-na šál-ší-šu li-pì-ir-sú-ma pá-ni-ú-um i-Ma-ma lu-ší-ma a-na-ma ma-at Kà-ni-iš ik-šù-du ša-ni-um i-na Ur-šu lu-ší,"Further, in accordance with the orders of the City assembly your brother's caravan must be divided into three parts, so that the first may leave Mamma, and as soon as it has reached the land of Kaneš, then the second will leave Uršu."
"18. TC 1, 18",ù ša-li-iš-tum kì-a-ma lu-ší,The third can then leave in the same way.
"18. TC 1, 18",a-pu-tum šu-ma ta-ra-a-ma-ni a-na a-wa-at tup-pì-im i-hi-id-ma li-bi4 lá tù-lá-ma-an,"Please, if you love me, pay heed to the words of the letter, and do not make me angry!"
"17. TC 1, 29",um-ma A-šùr-i-dí-ma a-na A-šur-na-da qí-bi-ma iš-tù: MU.4.ŠÈ: tù-ší lu-qú-tí a-dí-ni-ma-a,"From Aššur-idī to Aššur-nādā: You left four years ago, but so far, have my goods left?"
"17. TC 1, 29",la i-lik ší-ba-at lu-qú-tí a Ì-lí-a-lúm,Ilī-ālum has paid you in full for the interest on my goods.
"17. TC 1, 29",ù-íša-bi-kà a-na mì-nim ha-ra-nu-um: ma-la ù ší- ni-ší i-li-kà-ma KÙ.BABBAR,"Why is it that caravans have arrived at least twice, but you have not sent me any silver?"
"17. TC 1, 29",la tù-šé-bi-lam la li-bi DINGIR-ma a-hu-kà: KÙ.BABBAR-pì 30 ma-na: ú-hu-ta-li-iq,Against the will of the god your brother has caused the loss of some 30 minas of my silver.
"17. TC 1, 29",ki-ma-a: li-bi-im ta-dá-nim: a-ta KÙ.BABBAR,Instead of giving me encouragement you withhold the silver yourself!
"17. TC 1, 29",tù-kà-al: ma-a: le-qé-ma KÙ.BABBAR 30 ma-na šé-bi4-lá-ma um-ma a-ta-ma ú-ta-ni-iš 2 GÍN ṣa-ah-ra-tí ší-tí KÙ.BABBAR- pì-a za-ki-a-ma i-na pá-ni-ù-tí-ma šé-bi-lam-ma ší-ma-am la-aš-a-ma lu-šé-bi-lá- ku-ma li-bi-ta-am,"Indeed, get hold of some and send me at least 30 minas of silver, and if you say: I am out of funds— so, 2 shekels may be deducted for you. But clear the rest of my silver and send it with the very first transport, then I shall make purchases and send the to you, so they may be active for me."
"17. TC 1, 29",KÙ.BABBAR 1 GÍN lì-li-a-ma i-bi4-šà-i-a lu-ra-ib,"May every shekel of profit be realised for me, so I can make good my losses."
"17. TC 1, 29",šu-ma a-hi a-ta i-hi-id- ma KÙ.BABBAR šé-bi-lam KÙ.BABBAR,"If you are truly my brother, then take care to send me the silver."
"17. TC 1, 29",tù-šé-bi-la-nim-ma um-ma a-tù-nu-ma la i-ba- ri a-šu-mì tí-ir-tí-ku-nu AN.NA ba-at-qám áš-a-ma ù a-ma-kam ib-tí-ri,"When you sent me silver you said: It should not lie idle., Because of your orders I bought tin when it was in short supply, and in fact that has been lying idle there!"
"17. TC 1, 29",ù-ma-am AN.NA 16 GÍN. TA ù e-li-iš i-ba-ší,Today tin is available at the rate of 16:1 or even higher!
"17. TC 1, 29",i-ša qí-ip-tí-kà KÙ.BABBAR 30 ma-na šé-bi-lam-ma ší-ma-am la-áš-a-ma-kum,"Send me at least 30 minas of silver from what has been entrusted to you, then I shall buy goods for you."
"17. TC 1, 29",ší-a-ma-tum i-ba-ší,Purchases are available.
"17. TC 1, 29",a-ni-kà-sí-a šu-hu-ta,Pay on my behalf at the time of the account.
"17. TC 1, 29",mì-šu ša a-na lu-qú-tim ta-ù-ri-im ta-áš-pu- ra-ni,Why have you written to me about converting it into goods?
"17. TC 1, 29",a-a-nu-um KÙ.BABBAR e-ta-li-am 16 ma-na KÙ.BABBAR a-pu-hu Ì-lí-a-lim a-È A-limki,From where should the silver come to me? I have paid 16 minas of silver on behalf of Ilī-ālum to the City Hall.
"17. TC 1, 29",áš-qúl É Puzur4-A-na a-na e-pá-ší-šu ú ša-a-mì-šu 15 ma-na ag-mu-ur,"As to the house of Puzur-Anna, to make it and buy it cost me 15 minas."
